MMSI,Ship Name,lat,lon,low_confidence,n_pings,score,is_anomalous,flags,reason
227494810,YAKA,45.55509,-1.06083,True,2,,,,only 2 ping(s) - not enough data to score reliably
227502670,,41.38045,2.21342,False,4,1.55,False,,
227510640,SNS 246,42.20681,9.5684,False,15,0.64,False,,
227524850,DUENDE,43.30705,6.81674,False,8,0.99,False,,
227525320,EVIDENCE,43.00783,6.18794,False,6,1.12,False,,
227529840,TE HOA NUI,41.84761,8.77215,True,2,,,,only 2 ping(s) - not enough data to score reliably
227546870,RALIK,44.65916,-1.14485,True,2,,,,only 2 ping(s) - not enough data to score reliably
227561550,PROTEST,42.0628,8.36084,False,5,1.08,False,,
227578310,CHAMELEON,43.63516,7.13758,False,4,1.41,False,signal gap of 935s,
227580250,L'INFERNAL,38.87959,0.42003,False,5,0.71,False,,
227589000,F/V LE SPHINX,45.91323,-1.32497,False,9,0.79,False,,
227590160,YMCA,42.80979,8.61219,True,1,,,,only 1 ping(s) - not enough data to score reliably
227591930,YOMERA,39.51445,2.47317,True,2,,,,only 2 ping(s) - not enough data to score reliably
227593270,FARFALLA,43.40047,7.44274,False,12,0.64,False,,
227600040,CAP CORDOUAN,45.6179,-1.02574,False,3,1.24,False,,
227603460,QUO VADIS 2-98%,42.72649,9.62655,True,1,,,,only 1 ping(s) - not enough data to score reliably
227603464,QUO VADIS 4,42.80587,9.58888,False,3,0.82,False,,
227604830,SNS150,41.96131,8.58112,False,15,0.86,False,,
227606860,HELCAMIR,43.56727,7.08097,False,4,1.17,False,signal gap of 758s,
227610750,,42.55956,8.77676,True,1,,,,only 1 ping(s) - not enough data to score reliably
227648610,SIMBA,37.66856,24.32052,True,2,,,,only 2 ping(s) - not enough data to score reliably
227648640,CHRISNAT 5,43.36007,5.30058,False,4,0.85,False,,
227654060,ORZO,42.95862,6.62506,False,7,0.9,False,,
227667150,PELICANO,43.69468,7.28348,False,7,1.45,False,signal gap of 731s,
227669350,BIGFISH,43.41612,6.77568,False,4,1.15,False,signal gap of 748s,
227679820,TIN TIN,32.80513,35.03035,True,2,,,,only 2 ping(s) - not enough data to score reliably
227683000,HOPLA,43.35992,5.2994,False,4,1.36,False,signal gap of 901s,
227691660,IVRESSE,41.73885,12.22598,False,5,1.23,False,,
227693220,COLIBRI,43.47242,7.6269,False,10,0.64,False,,
227699910,TATUNCA TOO,43.78305,7.51951,False,3,1.26,False,signal gap of 907s,
227699960,TIAMA,43.41309,6.78019,False,13,0.88,False,,
227704750,TIGNAC,43.01053,6.19049,False,5,0.69,False,,
227722870,NAXOS III,41.22573,13.0937,True,1,,,,only 1 ping(s) - not enough data to score reliably
227725190,ALAMAK,43.3601,5.2993,True,1,,,,only 1 ping(s) - not enough data to score reliably
227728520,JAVICA,41.91926,8.74197,False,5,0.87,False,,
227729130,JEANGIRAUD2,43.58528,7.12801,False,4,1.12,False,,
227730850,LEWIGI,41.21236,1.73243,True,2,,,,only 2 ping(s) - not enough data to score reliably
227730970,,43.51516,-5.26467,True,1,,,,only 1 ping(s) - not enough data to score reliably
227732370,CAPOEIRA,43.35998,5.29869,True,2,,,,only 2 ping(s) - not enough data to score reliably
227734260,SYMPHONIE,43.54414,3.9725,False,5,1.24,False,signal gap of 741s,
227735550,MATCH'O,41.88989,8.79384,False,3,0.66,False,,
227741640,SAM,44.66852,-1.21752,False,10,1.03,False,,
227761170,LE CORSAIRE I,43.00292,6.20061,False,6,1.81,False,signal gap of 974s,
227763280,RELAX,43.00453,6.20473,False,3,1.09,False,signal gap of 778s,
227766720,,44.30728,9.33667,True,1,,,,only 1 ping(s) - not enough data to score reliably
227784670,,42.68431,8.52417,True,1,,,,only 1 ping(s) - not enough data to score reliably
227792230,CARMINA 2,43.65558,7.18091,False,4,0.51,False,,
227801610,,42.03508,8.32078,True,1,,,,only 1 ping(s) - not enough data to score reliably
227801690,TCHAO,43.00218,6.20104,False,5,0.66,False,,
227805540,,41.38634,2.20054,True,1,,,,only 1 ping(s) - not enough data to score reliably
227805910,ATLANTICA,43.52646,6.94904,True,1,,,,only 1 ping(s) - not enough data to score reliably
227806000,F/V KRAKEN,44.61376,-1.35933,False,11,0.65,False,,
227808320,MER DE GLACE,43.28438,5.29417,False,6,1.13,False,,
227813420,COPAINS,43.63532,7.13673,True,2,,,,only 2 ping(s) - not enough data to score reliably
227813910,NAOLI,43.00427,6.19776,False,7,0.83,False,,
227813920,ORPHA,43.56563,7.07595,False,3,1.4,False,signal gap of 943s,
227814890,RELAX RELAX,43.41558,6.77582,False,3,0.62,False,,
227817590,AMADEUS,39.42904,-0.33068,False,6,1.11,False,,
227822270,PALOMA,39.53218,2.62708,True,2,,,,only 2 ping(s) - not enough data to score reliably
227824010,AMAZONITE,43.03815,6.23027,False,5,0.89,False,,
227826030,SUNNY DREAM,44.65978,-1.14903,True,1,,,,only 1 ping(s) - not enough data to score reliably
227827210,SCORPIO III,43.42128,6.74794,True,1,,,,only 1 ping(s) - not enough data to score reliably
227827810,FURTIF,43.63448,7.20865,False,8,1.02,False,,
227830040,ASTRAL,43.41482,6.77827,False,3,1.37,False,signal gap of 900s,
227831340,MEDITERRANEE XIV,43.00346,6.20033,False,3,1.44,False,signal gap of 1038s,
227836160,HURRICANE,43.00302,6.20282,False,4,0.76,False,,
227838010,MAGIA,43.40785,7.20286,False,8,1.17,False,,
227842660,CC PAUL BRUTUS,43.32134,5.35875,False,4,0.61,False,,
227842990,PORT CROS,42.60331,8.83067,True,2,,,,only 2 ping(s) - not enough data to score reliably
227846060,GRAIN DE SAIL,43.03346,6.2462,False,9,1.07,False,,
227846180,,43.4259,6.92832,True,2,,,,only 2 ping(s) - not enough data to score reliably
227847210,AURORE III,43.65536,7.18145,False,3,1.0,False,,
227850710,LET IT BE,44.39874,8.68693,True,2,,,,only 2 ping(s) - not enough data to score reliably
227851240,,44.57244,14.41022,False,3,0.62,False,,
227852490,,43.65529,7.18352,True,1,,,,only 1 ping(s) - not enough data to score reliably
227854730,FOLIE,43.00497,6.21071,True,1,,,,only 1 ping(s) - not enough data to score reliably
227855000,F/V VOLUNTAS DEI,45.61793,-1.02964,False,14,1.42,False,long stop of 1750s,
227858960,LE MOLE,43.35937,5.29972,False,5,1.11,False,,
227860890,11-35 EXPLORER,43.08002,6.15893,True,1,,,,only 1 ping(s) - not enough data to score reliably
227861660,MARICK,43.69622,7.28521,False,9,1.7,False,,
227862340,TRINITY,41.91787,8.74152,True,2,,,,only 2 ping(s) - not enough data to score reliably
227865390,FLY AWAY,34.66692,33.04178,False,4,1.03,False,signal gap of 740s,
227866320,LA BOULINE,43.4118,6.78074,False,3,1.0,False,signal gap of 721s,
227871470,GAIA,43.78005,7.52075,False,8,0.82,False,,
227881580,LE BARBORICOT,44.66045,-1.14945,False,3,0.62,False,,
227882870,,41.20954,9.78271,False,8,0.85,False,,
227886260,FULUB,37.64815,21.31815,False,3,0.53,False,,
227890140,,43.40099,4.98272,True,2,,,,only 2 ping(s) - not enough data to score reliably
227898010,,42.34589,8.54856,True,1,,,,only 1 ping(s) - not enough data to score reliably
227902640,GOLMOTTE,43.00757,6.18835,False,3,1.27,False,signal gap of 915s,
227907320,SANTA GIULIA,43.54433,3.97239,False,3,1.18,False,sharp turn of 153 deg (while moving),
227914470,ZEBULON,43.03585,6.20211,False,7,1.03,False,,
227918040,TFO3,43.05344,6.16103,False,15,1.09,False,,
227919550,SEA LOVER,43.58706,7.12698,False,4,0.59,False,,
227925690,LILO,43.56767,7.08226,False,3,0.97,False,,
227925940,,45.43603,12.37338,True,1,,,,only 1 ping(s) - not enough data to score reliably
227926910,SHADOW 5,41.21259,1.72955,True,2,,,,only 2 ping(s) - not enough data to score reliably
227928420,AR SPARFELL,43.53188,7.1148,False,10,0.89,False,,
227929190,PRINCESS BEATRICE,43.56486,7.11387,False,6,1.31,False,,
227931390,POLARIS,43.01247,6.17131,False,8,1.19,False,,
227935470,VALEDDY,43.58784,7.12466,False,3,0.51,False,,
227935830,EPTA,42.71842,9.67542,True,1,,,,only 1 ping(s) - not enough data to score reliably
227937230,CIGALUS III,43.65494,7.18261,False,6,0.98,False,,
227938820,,41.20551,1.73131,False,3,0.41,False,,
227941050,ISA,43.5169,6.94101,True,2,,,,only 2 ping(s) - not enough data to score reliably
227943540,JULY,43.68794,7.34211,True,2,,,,only 2 ping(s) - not enough data to score reliably
227944670,LULU,43.2438,5.3659,True,2,,,,only 2 ping(s) - not enough data to score reliably
227945250,NEOS,43.63579,7.13694,False,3,2.11,False,signal gap of 1441s,
227947670,CARGO DE NUIT,43.58616,7.12304,True,1,,,,only 1 ping(s) - not enough data to score reliably
227950290,,43.41562,6.77518,True,1,,,,only 1 ping(s) - not enough data to score reliably
227952410,NAMASTE,43.41395,6.77874,False,4,0.61,False,,
227953830,SOUMAZERA,37.49999,15.09276,False,3,1.29,False,signal gap of 926s,
227954850,THALIA DES SLOPS,43.40375,4.99879,False,13,1.33,False,,
227960150,FOSELEV ONYX,43.69418,7.28369,False,12,0.85,False,,
227961810,ELLANOA,43.01808,6.222,False,6,0.61,False,,
227962630,ESQUINADE,43.00253,6.20183,False,6,1.17,False,signal gap of 759s,
227969520,,43.29446,5.37083,True,1,,,,only 1 ping(s) - not enough data to score reliably
227971660,NEMO,39.1181,0.80042,False,4,1.52,False,signal gap of 998s,
227977000,F/V ROSEAU DU LAC,44.6581,-1.14632,False,10,1.0,False,,
227979650,,43.01675,6.37473,True,1,,,,only 1 ping(s) - not enough data to score reliably
227980850,TWO LIONS II,43.41518,6.77634,False,4,1.36,False,signal gap of 901s,
227984310,POUR ELLE,43.78358,7.51875,False,4,0.76,False,,
227984510,COMBIN,43.08151,6.48566,False,9,0.86,False,,
227985720,NIOU KALONEG,43.15159,6.54258,False,5,0.58,False,,
227991380,NITHAIAH,37.84558,15.28619,True,2,,,,only 2 ping(s) - not enough data to score reliably
227993340,HORNBLOWER,43.35583,5.32168,False,3,1.24,False,signal gap of 896s,
227999380,,40.42227,0.44336,True,1,,,,only 1 ping(s) - not enough data to score reliably
228003800,SHANA DES SLOPS,43.40369,4.99797,False,5,0.74,False,,
228007800,,43.03076,6.45057,True,1,,,,only 1 ping(s) - not enough data to score reliably
228009270,ALTAVELA,45.55821,-1.06103,True,1,,,,only 1 ping(s) - not enough data to score reliably
228009700,PIANA,43.31152,5.36248,False,6,0.65,False,,
228014290,TIBOU,43.42035,6.74859,False,7,1.09,False,,
228017600,L'AVENIR,44.65908,-1.14865,False,9,0.95,False,,
228017920,BE COOL,40.92955,13.506,False,12,0.87,False,,
228018480,LE REVE,43.42142,6.7486,True,1,,,,only 1 ping(s) - not enough data to score reliably
228018530,LOOPING II,43.25831,6.70942,False,3,0.73,False,,
228018540,CARREGADOR,39.88863,4.276,True,1,,,,only 1 ping(s) - not enough data to score reliably
228024480,,43.04431,6.16177,False,7,1.01,False,,
228025760,AORAKI,43.41101,6.78094,False,3,1.36,False,signal gap of 900s,
228027700,JIF ALIZE,43.50709,-1.49553,True,2,,,,only 2 ping(s) - not enough data to score reliably
228030980,BABOU,43.00282,6.20266,True,2,,,,only 2 ping(s) - not enough data to score reliably
228031510,MELMAT II,45.62546,-1.09144,False,6,1.28,False,signal gap of 820s,
228033280,MARLEA,43.00642,6.21286,True,1,,,,only 1 ping(s) - not enough data to score reliably
228037620,BANA BANA,37.67576,23.34851,False,6,1.49,False,,
228038090,IMAGINE,43.56456,7.07409,False,3,1.65,False,signal gap of 1104s,
228038110,MAOYA,43.07343,6.16039,True,2,,,,only 2 ping(s) - not enough data to score reliably
228038380,ESPERANZA,43.56515,7.08146,False,4,0.97,False,,
228038830,MAMOURS 2,43.41273,6.78167,True,1,,,,only 1 ping(s) - not enough data to score reliably
228039070,AGAPES,43.11465,5.93276,True,1,,,,only 1 ping(s) - not enough data to score reliably
228042750,SEABARIS,43.00742,6.21424,True,2,,,,only 2 ping(s) - not enough data to score reliably
228046710,ALTAIR(SOLO SAILING),41.69881,9.40167,False,6,1.02,False,,
228053250,,42.60353,8.82739,True,2,,,,only 2 ping(s) - not enough data to score reliably
228054050,ILADORA,43.01262,6.22475,False,9,1.09,False,,
228056530,AVVENTURA III,41.93421,8.80447,True,2,,,,only 2 ping(s) - not enough data to score reliably
228056800,ROXANE Z,43.33441,4.92144,True,2,,,,only 2 ping(s) - not enough data to score reliably
228057000,MN COLIBRI,43.50166,10.27289,False,4,0.8,False,,
228060800,JIF PATROL 1,44.38958,8.93872,False,8,1.75,False,,
228061700,HONDARRA,43.51358,-1.49419,False,11,1.19,False,,
228062210,AVENTURA,43.41502,6.77462,True,1,,,,only 1 ping(s) - not enough data to score reliably
228063930,ALTAIR,43.01377,6.22822,False,5,1.11,False,,
228064040,SIRIUS,43.00446,6.372,False,3,0.52,False,,
228064360,HA LONG,43.58643,7.1217,True,2,,,,only 2 ping(s) - not enough data to score reliably
228065310,CHEWAM,43.41038,6.7815,True,1,,,,only 1 ping(s) - not enough data to score reliably
228066390,JAMIGENSEA 3,43.63506,7.13758,True,2,,,,only 2 ping(s) - not enough data to score reliably
228066750,HUNIQUE,43.36028,5.30151,False,4,1.01,False,,
228067640,NEW LIFE,43.78375,7.51867,True,1,,,,only 1 ping(s) - not enough data to score reliably
228068310,LOMANO,43.0053,6.15599,False,10,1.57,False,,
228072960,SEA DREAM,43.41,6.78159,True,2,,,,only 2 ping(s) - not enough data to score reliably
228073600,VN REBEL,43.11735,5.9194,True,2,,,,only 2 ping(s) - not enough data to score reliably
228074740,CAPELROSSO,37.34827,15.31897,False,6,1.18,False,,
228074750,SPADILLO,37.32453,15.29163,True,1,,,,only 1 ping(s) - not enough data to score reliably
228074770,CATALDO,37.34885,15.30036,True,2,,,,only 2 ping(s) - not enough data to score reliably
228074780,SAN MARCO,37.35658,15.30542,False,7,0.89,False,,
228074790,MISENO,37.33189,15.29885,True,2,,,,only 2 ping(s) - not enough data to score reliably
228074810,,37.33973,15.35084,True,1,,,,only 1 ping(s) - not enough data to score reliably
228074820,POLVERIA,37.34611,15.29998,True,1,,,,only 1 ping(s) - not enough data to score reliably
228076900,TSM PENZER,43.50835,-1.49106,True,1,,,,only 1 ping(s) - not enough data to score reliably
228078640,TOBA,43.01018,6.15254,True,2,,,,only 2 ping(s) - not enough data to score reliably
228081000,PASCAL PAOLI,41.92543,8.74203,False,15,1.25,False,,
228081770,SANDERLING,45.55529,-1.06087,True,2,,,,only 2 ping(s) - not enough data to score reliably
228082120,CALABRUN,43.54492,3.97218,False,7,0.72,False,,
228082930,IPESSA2 BOUEE 1,41.98772,8.45935,True,1,,,,only 1 ping(s) - not enough data to score reliably
228083360,PI,43.41,6.78183,False,4,0.87,False,,
228085590,PEMS,43.77603,7.50975,True,1,,,,only 1 ping(s) - not enough data to score reliably
228087410,PAPAYE,44.65979,-1.15062,True,2,,,,only 2 ping(s) - not enough data to score reliably
228087660,LUNA,40.71426,13.75503,False,6,0.72,False,,
228087700,FV HOLLANDAIS VOLANT,44.57978,-1.25103,False,8,1.64,False,,
228091630,,43.29914,5.36229,True,1,,,,only 1 ping(s) - not enough data to score reliably
228094220,VADERE II,38.29142,21.34293,False,12,0.64,False,,
228097960,SORELI 3,44.30687,9.33479,True,2,,,,only 2 ping(s) - not enough data to score reliably
228100350,ZOHARA,43.35976,5.29829,True,1,,,,only 1 ping(s) - not enough data to score reliably
228100890,KHOP KHOUN II,43.11743,6.56137,False,8,0.76,False,,
228101600,F/V POSEIDON,44.7713,-1.27556,False,12,0.72,False,,
228101890,SPARUS 2,43.27003,6.71157,True,1,,,,only 1 ping(s) - not enough data to score reliably
228107000,F/V L'AS DES AS,44.73207,-1.27816,False,4,0.88,False,,
228107840,A RAY OF SUNSHINE II,43.72599,7.41534,True,2,,,,only 2 ping(s) - not enough data to score reliably
228110550,CRISCA,43.51645,6.94058,True,1,,,,only 1 ping(s) - not enough data to score reliably
228111310,MARIE VANILLE,43.35615,5.31965,False,6,0.63,False,,
228111830,L'ORCEO,41.91913,8.74347,False,3,0.62,False,,
228113510,KETIDOU,42.97374,6.82898,False,8,1.93,False,,
228113770,DIGBY ONE,43.41032,6.78114,True,2,,,,only 2 ping(s) - not enough data to score reliably
228114270,,43.01978,6.17034,True,1,,,,only 1 ping(s) - not enough data to score reliably
228114310,AKWABA II,43.56598,7.08164,False,3,1.55,False,signal gap of 1113s,
228116520,COLIBRI,43.67723,7.30496,False,8,1.33,False,,
228116540,SEATINGBOAT 1,43.4103,6.78282,False,14,1.22,False,,
228118530,GIVE ME FIVE,41.95425,8.14226,True,2,,,,only 2 ping(s) - not enough data to score reliably
228119240,,41.3702,9.26887,True,1,,,,only 1 ping(s) - not enough data to score reliably
228121510,PHILIA,43.35972,5.29891,False,4,0.63,False,,
228124280,NABLA SOLO SAILOR,41.37658,2.1807,True,1,,,,only 1 ping(s) - not enough data to score reliably
228125060,BEGONIA,44.41074,8.92565,True,1,,,,only 1 ping(s) - not enough data to score reliably
228125920,,39.88729,4.27845,False,6,1.39,False,sharp turn of 155 deg (while moving),
228127060,SHANGRI-LA,43.35957,5.29688,False,4,1.02,False,signal gap of 731s,
228131370,L'EDEN,39.45858,-0.31275,True,2,,,,only 2 ping(s) - not enough data to score reliably
228131600,F/V LE MALPHA,44.57637,-1.50447,False,4,1.85,False,signal gap of 1163s,
228131710,ISAHE,43.35965,5.30032,True,1,,,,only 1 ping(s) - not enough data to score reliably
228137270,ARCHIPEL DE LERINS 2,43.52245,7.0382,False,3,0.41,False,,
228138520,MATALANN,43.56683,7.08069,True,1,,,,only 1 ping(s) - not enough data to score reliably
228138790,CATARI,41.93192,8.74203,False,4,1.4,False,signal gap of 929s,
228138820,EMMANUELLE,41.92969,8.74282,False,4,1.41,False,signal gap of 936s,
228139410,ALIZE,43.56714,7.08095,False,3,1.79,False,signal gap of 1288s,
228140350,LADY FLORE,43.65519,7.18299,False,4,0.86,False,,
228142180,,43.2708,6.75593,False,9,0.98,False,,
228146670,ALDABRA,43.00653,6.18778,False,4,1.39,False,signal gap of 913s,
228149590,SOGNU D'ISULA,42.28231,8.56518,False,7,0.89,False,,
228153880,GHJULIA DES SLOPS,43.40365,4.99877,False,12,1.18,False,,
228155870,ARGO,43.41542,6.77602,False,3,1.5,False,signal gap of 1082s,
228156320,,43.10608,6.30829,True,1,,,,only 1 ping(s) - not enough data to score reliably
228156730,,43.52437,6.94528,True,1,,,,only 1 ping(s) - not enough data to score reliably
228158240,,43.52435,6.94541,True,1,,,,only 1 ping(s) - not enough data to score reliably
228158470,MON BIJOU,43.13515,6.55919,False,9,1.17,False,,
228159690,0PIUM,43.41391,6.77759,False,3,1.09,False,,
228162320,APEKAL II,41.9314,8.7423,True,2,,,,only 2 ping(s) - not enough data to score reliably
228162580,KYBALION,37.65952,24.31207,False,5,1.24,False,signal gap of 734s,
228165460,JACANDA3,43.36116,5.30234,False,5,0.51,False,,
228168440,,41.6153,5.65941,True,2,,,,only 2 ping(s) - not enough data to score reliably
228170330,SPYKE,43.28131,7.1393,False,15,0.67,False,,
228171010,LOM,43.70372,7.31615,True,1,,,,only 1 ping(s) - not enough data to score reliably
228176170,,43.03643,6.18523,True,2,,,,only 2 ping(s) - not enough data to score reliably
228178370,,43.33392,6.80599,True,1,,,,only 1 ping(s) - not enough data to score reliably
228179890,SANUK,43.0307,6.32691,True,1,,,,only 1 ping(s) - not enough data to score reliably
228180180,G,43.73733,7.42844,False,22,1.3,False,long stop of 1674s,
228180890,CARPE DIEM,41.91894,8.74241,True,1,,,,only 1 ping(s) - not enough data to score reliably
228183460,SERENITE,43.35558,5.32193,False,7,0.44,False,,
228184510,LE PHENICIEN II,43.6961,7.2852,False,5,1.17,False,signal gap of 761s,
228185760,ENTRE2POLES,43.56646,7.08196,False,3,0.78,False,,
228187070,SANTA CLARA,43.56245,7.11475,True,2,,,,only 2 ping(s) - not enough data to score reliably
228188010,LES QUATRE VENTS,44.30719,9.33801,True,2,,,,only 2 ping(s) - not enough data to score reliably
228189630,LA DEMOISELLE,37.82108,-0.7557,False,3,1.05,False,signal gap of 753s,
228191020,GARUDA,43.78311,7.51705,True,2,,,,only 2 ping(s) - not enough data to score reliably
228194160,POUPY FIVE,43.08425,6.15888,False,5,0.74,False,,
228196950,CAP VERT,41.60071,9.36181,True,1,,,,only 1 ping(s) - not enough data to score reliably
228198430,L'ASCLEPIOS II,41.92854,8.74319,True,2,,,,only 2 ping(s) - not enough data to score reliably
228200650,GRENADINES,43.65626,7.18103,False,5,0.64,False,,
228200800,CAPO NERO,42.64122,8.9391,True,1,,,,only 1 ping(s) - not enough data to score reliably
228201060,,41.63193,9.37576,True,1,,,,only 1 ping(s) - not enough data to score reliably
228201320,LA PETITE SEA-REINE,43.58539,7.12331,False,3,1.0,False,signal gap of 721s,
228202460,EPICUREO,42.73033,9.13396,False,3,0.46,False,,
228203140,LE SOUFFLE,43.36102,5.30987,False,4,1.01,False,,
228204320,CASSIOPEE,43.63596,7.13698,False,4,1.01,False,signal gap of 726s,
228205210,STARESO,42.80557,9.16892,False,12,0.98,False,,
228207620,BELUGA,43.00132,6.20026,False,3,0.58,False,,
228209660,CALA LONGA,42.69532,9.45246,True,2,,,,only 2 ping(s) - not enough data to score reliably
228211110,YOFF,41.97204,6.25676,False,9,0.76,False,,
228211270,APARA,43.56232,7.11135,False,9,1.61,False,,
228211990,MAVERIC,43.00556,6.18868,False,8,1.16,False,,
228215800,F/V VENT DU NORD II,43.10249,5.90467,False,7,1.12,False,,
228215820,SIRENE,39.49986,2.12044,True,2,,,,only 2 ping(s) - not enough data to score reliably
228216930,HUMAHUACA,43.63548,7.13664,False,4,1.73,False,signal gap of 1076s,
228217900,F/V GERALD JEAN IV,43.10257,5.90416,False,12,0.82,False,,
228220240,MARIEKE,43.58359,7.1283,False,3,1.11,False,signal gap of 721s,
228220510,BATTRAPA SOLO SAILOR,41.46268,2.38359,True,2,,,,only 2 ping(s) - not enough data to score reliably
228221960,MOANA,43.55605,7.08648,True,2,,,,only 2 ping(s) - not enough data to score reliably
228224820,P124,43.31313,5.3608,True,1,,,,only 1 ping(s) - not enough data to score reliably
228224970,DRENEK IV,44.6483,-1.21944,False,4,0.56,False,,
228228830,OCEAN DRIVE,43.32493,6.84941,False,9,0.54,False,,
228234030,NEVER GIVE UP,43.07467,6.27642,False,10,1.05,False,,
228235320,CLEVER TWICE,44.41992,8.74067,False,5,1.24,False,signal gap of 757s,
228237830,,43.16215,6.54696,False,3,1.72,False,signal gap of 860s,
228237870,,43.6548,7.18184,True,1,,,,only 1 ping(s) - not enough data to score reliably
228238070,MOANA,38.83836,0.12126,True,1,,,,only 1 ping(s) - not enough data to score reliably
228238770,NIRVANA,41.92752,8.74318,False,5,1.1,False,,
228239440,KEY WEST,43.06764,6.41952,False,5,1.5,False,,
228239590,COIN DE MIRE,41.59195,9.28689,True,1,,,,only 1 ping(s) - not enough data to score reliably
228240910,,41.92865,8.74112,True,1,,,,only 1 ping(s) - not enough data to score reliably
228242060,CAPHORN,43.56578,7.07545,False,4,1.28,False,signal gap of 922s,
228243830,TIBOULEN,36.90887,16.09567,False,5,0.5,False,,
228249000,F/V EXCALIBUR II,45.47885,-1.22761,False,5,1.34,False,signal gap of 830s,
228250490,MARLAU,43.00252,6.20046,True,1,,,,only 1 ping(s) - not enough data to score reliably
228251660,COMMANDANT CROIZE II,43.69059,7.2889,False,12,2.41,False,sharp turn of 169 deg (while moving),
228253690,AUSTRALIS,43.01727,6.19206,False,4,1.27,False,signal gap of 809s,
228255450,MIZA TIKA,43.04812,5.88503,False,4,1.79,False,signal gap of 829s,
228255980,GERELO 2,43.5655,7.07642,True,1,,,,only 1 ping(s) - not enough data to score reliably
228256470,SNSM-07:FLOTDELAMER,45.61798,-1.02902,True,2,,,,only 2 ping(s) - not enough data to score reliably
228256980,SNS17-13,44.6741,-1.23844,False,5,0.9,False,,
228257880,AGAPE,43.11916,5.93143,True,2,,,,only 2 ping(s) - not enough data to score reliably
228259780,KAPAKAP,43.56429,7.07757,False,4,1.13,False,signal gap of 731s,
228260210,P 222,43.34654,5.32754,False,10,1.83,False,sharp turn of 169 deg (while moving),
228260790,BELL'ISULA,42.63979,8.93624,True,1,,,,only 1 ping(s) - not enough data to score reliably
228261240,SPIRIT OF ARGO,43.36004,5.29884,False,4,0.72,False,,
228261780,SEABORG,43.10669,5.88654,True,1,,,,only 1 ping(s) - not enough data to score reliably
228261880,TALITHA,43.47463,7.55762,False,6,1.19,False,,
228263760,MYSTIC,44.11495,9.66353,True,2,,,,only 2 ping(s) - not enough data to score reliably
228265250,DOLCE VITA,43.61302,7.31292,False,7,0.6,False,,
228265710,PILOTINE SANTA MARIA,42.70387,9.45559,True,2,,,,only 2 ping(s) - not enough data to score reliably
228268680,ALCAT II,43.78363,7.52009,False,6,0.75,False,,
228269110,PANTHOURS,43.41532,6.77419,True,1,,,,only 1 ping(s) - not enough data to score reliably
228269540,IZLO,41.91889,8.74184,False,5,1.1,False,,
228271470,ELEAUT II,43.00878,6.36657,True,1,,,,only 1 ping(s) - not enough data to score reliably
228274990,NOMAD4 - NI 940442,43.71617,7.3703,True,1,,,,only 1 ping(s) - not enough data to score reliably
228276840,NIRVANA,43.0841,6.16078,True,1,,,,only 1 ping(s) - not enough data to score reliably
228276940,,43.35953,5.29835,False,5,1.11,False,,
228277660,TE VAA,43.58888,7.13039,True,2,,,,only 2 ping(s) - not enough data to score reliably
228277870,GINNA,39.46186,-0.31678,False,4,0.73,False,,
228278240,NAT ONE,40.87159,13.1076,False,4,1.18,False,,
228278250,TEN,41.92867,8.74325,False,3,1.61,False,signal gap of 1080s,
228278260,MANA,42.43621,8.65448,True,1,,,,only 1 ping(s) - not enough data to score reliably
228278570,REQUIN,38.92838,1.2053,False,4,1.13,False,signal gap of 726s,
228280880,OONA,41.8514,8.60092,False,10,1.23,False,,
228280930,APOLLOE 2,42.98417,6.88374,False,9,1.37,False,,
228282780,,43.35896,5.29477,True,2,,,,only 2 ping(s) - not enough data to score reliably
228283250,GUNVOR,39.7308,13.43791,True,2,,,,only 2 ping(s) - not enough data to score reliably
228283430,HOPE,43.05497,6.15219,False,3,1.37,False,signal gap of 912s,
228284690,,42.42192,8.65873,True,1,,,,only 1 ping(s) - not enough data to score reliably
228285700,PERSEVERO,41.92514,8.74033,False,13,1.29,False,,
228287310,SAMSUFI,43.68942,7.3351,True,2,,,,only 2 ping(s) - not enough data to score reliably
228287480,BOOPS,43.78225,7.51748,False,4,0.87,False,,
228289640,,43.00517,6.37231,True,1,,,,only 1 ping(s) - not enough data to score reliably
228290830,FOUR C'S,43.08746,5.92479,True,2,,,,only 2 ping(s) - not enough data to score reliably
228291490,,43.18779,6.67866,True,2,,,,only 2 ping(s) - not enough data to score reliably
228292250,BANIK,43.04174,6.11259,True,2,,,,only 2 ping(s) - not enough data to score reliably
228293430,YOUKALI,43.08674,5.94233,True,2,,,,only 2 ping(s) - not enough data to score reliably
228294730,PLUME,37.64837,21.31813,False,3,1.25,False,signal gap of 902s,
228295310,CALYPSO,41.9284,8.74318,False,4,1.11,False,,
228298280,CROIX DU SUD,43.17058,6.63625,False,3,1.5,False,signal gap of 1083s,
228298510,,39.81784,1.15018,False,3,1.2,False,signal gap of 750s,
228298720,SACHA'HUT,43.07567,6.15842,True,1,,,,only 1 ping(s) - not enough data to score reliably
228299600,VB ESTEREL,43.39754,4.98413,False,5,1.26,False,signal gap of 832s,
228300640,BADECO,43.16449,6.64707,False,4,0.75,False,,
228309550,CARAMELO,43.6357,7.13696,False,3,1.27,False,signal gap of 913s,
228311180,,43.11801,5.93051,False,3,1.02,False,signal gap of 735s,
228311280,STEFSUN,43.41497,6.77486,True,2,,,,only 2 ping(s) - not enough data to score reliably
